"#","kpi_layer","role","data_role","antifragility_property","theme","source_deliverable","section","original_term","standardised_variable_name","definition","unit","spatial_scale","temporal_scale","static_or_dynamic","time_series_possible","update_frequency","data_type","expected_data_source","availability","availability_notes","proxy_possible","proxy_variable","collection_method","priority","remarks"
"257","Layer 2","parameter","parameter","Adaptive Capacity","supply","D4.2","§4","OD matrix sparsification — top-k filtering strategy: for each origin i, only the k largest flows Fij are retained","od_matrix_sparsity_filter_k","Top-k filtering parameter: for each origin zone, only the k largest destination flows are retained; reduces matrix density while preserving aggregate flow patterns","integer (k destinations per origin)","city","annual","static","no","per model run","numeric","OD flow matrix; model implementation","not yet collected","D4.2 §4; reduces computational cost for traffic assignment","no","—","Automated top-k selection from computed OD flows","medium","Computational efficiency parameter; sparsification maintains aggregate realism"
"258","Layer 2","parameter","parameter","Adaptive Capacity","demand","D4.2","§4; Table 1","Hourly temporal profile — predefined scaling factors αh for each hour h ∈ {0,...,23}; morning peak (7:00–9:00, αh=1.4–1.5), afternoon peak (16:00–18:00, αh=1.3–1.5), reduced nighttime","hourly_demand_scaling_factor","Predefined set of 24 scaling factors αh mapping daily OD demand to hourly demand; morning peak (h=7: α=1.5), afternoon peak (h=17: α=1.5), nighttime minimum (h=2–3: α=0.2); sum normalised to preserve daily total","dimensionless [0,∞) per hour, sum=1.0","city","hourly","static","no","per model configuration","numeric","Literature; empirical commuting data; pilot city mobility patterns","partial","D4.2 Table 1; 24 factors; homogeneous across space and trip purposes","yes","avg_daily_trip_duration_per_person","Predefined profile; future calibration using actual count data","medium","Temporal demand parameter; determines peak-hour intensification of OD flows"
"259","Layer 1","KPI","input","Structural Redundancy","supply","D4.2","§4; §5","Transport network graph G = (V, E) — directed graph derived from OpenStreetMap data; nodes V = intersections, edges E = road segments; directionality encodes one-way streets; largest strongly connected component retained","transport_network_graph_OSM","Directed road graph constructed from OpenStreetMap (OSM) data; nodes=intersections, edges=road segments; directed edges encode one-way restrictions; only largest strongly connected component retained; edge weights = free-flow travel time","geospatial directed graph (GraphML)","city","annual","quasi-static","yes","annual","geospatial","OpenStreetMap (GeoJSON city boundary + OSM road network); GraphML export","available (open data)","D4.2 §4; open source; reproducible for any city with OSM coverage","no","—","OSM data extraction; graph construction and preprocessing (connectivity filter)","high","Foundational network model for OD cost computation and traffic assignment in D4.2"
"260","Layer 2","input_variable","input","Network Diversity","supply","D4.2","§4","Simulated link-level traffic flows — output of stochastic user equilibrium assignment; compared against observed traffic counts for model validation","simulated_link_flow","Modelled vehicle volumes assigned to each road segment per hour via stochastic user equilibrium (SUE) traffic assignment using OD flows and route choice dispersion θ; validated against observed traffic counts where available","vehicles/hour per link","corridor","hourly","dynamic","yes","hourly","numeric","OD flow matrix; route choice model; network graph","not yet collected","D4.2 §4; §5.1 (Larissa validation); good agreement on major corridors","yes","network_link_flow","SUE assignment algorithm; comparison with loop detector or manual count data","high","Key model output; enables link-level congestion and vulnerability analysis"
"261","Layer 2","computed_variable","output","Network Diversity","supply","D4.2","§4; §5","OD matrix asymmetry — directional imbalance in flows between corresponding OD pairs; reflects directed network constraints and demand model formulation; visible in matrix as uneven intensity across diagonal","od_flow_asymmetry","Degree to which OD flows between zone pairs i→j and j→i differ; arises from directed network constraints (one-way streets) and asymmetric demand patterns; structural property of all four pilot city OD matrices","ratio or absolute difference (trips/day)","city","daily","dynamic","yes","daily","numeric","OD flow matrix; network model output","not yet collected","D4.2 §5; observed in all four pilot cities","yes","od_flow_daily","Analysis of OD matrix structure; directional flow comparison","low","Structural property of OD matrices; indicator of network directionality and demand imbalance"
"262","Layer 2","parameter","parameter","Network Diversity","supply","D4.2","§5","Distance-decay pattern — higher interaction intensities concentrated near main diagonal of OD matrix; reflects predominance of short-distance trips; rapid decrease in flow intensity away from diagonal","od_distance_decay_pattern","Empirical characterisation of spatial concentration of OD flows: proportion of total trips concentrated within short-distance zone pairs (near-diagonal entries); stronger distance decay = higher proportion of short trips","dimensionless (index or slope)","city","annual","quasi-static","yes","annual","numeric","OD flow matrix; zone pair distances","not yet collected","D4.2 §5; confirmed across all 4 pilot cities","no","—","OD matrix structural analysis; flow-distance regression","low","Structural mobility property; validates gravity model calibration"
"263","Layer 1","KPI","input","Network Diversity","digital","D4.2","§4","Traffic count data — observed link-level flow measurements used for OD model validation and calibration; collection intervals: 1-hour (Bratislava); not universally available across all pilots","traffic_count_observed","Empirically measured vehicle volumes on road segments from counting stations or manual counts; used to validate and calibrate simulated link-level flows from OD assignment model; collection intervals vary by city","vehicles/hour or vehicles/day per link","corridor","hourly","dynamic","yes","hourly","numeric","Loop detectors; manual counts; automated ANPR counters","partial","D4.2 §4; §5.1; available for Larissa (partial); Bratislava (key intersections, 1-hr intervals); Odessa (limited); Thessaloniki (limited)","no","—","Automated counting equipment; manual traffic surveys","high","Calibration/validation data for OD model; availability constrains model accuracy"
"264","Layer 2","input_variable","input","Network Diversity","supply","D4.2","§4","Edge weights — generalized travel cost approximated by free-flow travel time derived from segment length and assumed speeds; simplified but preserves topological constraints","road_segment_free_flow_travel_time","Free-flow travel time for each road segment in network graph, computed as segment length divided by assumed speed; used as edge weight in shortest-path computation for OD cost matrix","minutes per segment","corridor","annual","quasi-static","yes","annual","numeric","OSM road segment length; assumed speed by road type","available (OSM-derived)","D4.2 §4; simplified proxy; congestion effects not included","yes","vehicle_travel_times","Automated computation from OSM attributes; speed class assignment","medium","Network graph parameter; simplification of real travel times"
"265","Layer 3","input_variable","output","Stressor Response","disruption","D3.3","§5.1; Table 2","RPN distribution — Very High: RPN>200 (70 risks, 33.7%), High: 120≤RPN≤200 (107 risks, 51.4%), Medium: 50≤RPN<120 (28 risks, 13.5%), Low: RPN<50 (3 risks, 1.4%)","rpn_risk_level_classification","Four-level ordinal classification of disruption events based on RPN value: Very High (RPN>200), High (120≤RPN≤200), Medium (50≤RPN<120), Low (RPN<50); thresholds based on empirical distribution","ordinal {Low, Medium, High, Very High}","city","irregular","static","no","per assessment round","ordinal","FMEA expert assessment","not yet collected","D3.3 Table 2; Figure 3","no","—","Threshold classification of computed RPN values","high","D3.3-specific classification; 85% of events in Very High + High categories"
"266","Layer 2","computed_variable","output","Post-Disruption Overcompensation","governance","D3.3","§5.8; Table 5; Table 6","Opportunities for system improvement and antifragility gains — identified for each of the 208 disruption events; reflect potential performance improvements following mitigation or adaptation measures","antifragility_gain_opportunity","Qualitative characterisation of potential system improvements and antifragility gains associated with addressing each disruption risk; derived from expert elicitation; reflects capacity for performance enhancement under and after disruption","text","city","irregular","dynamic","yes","per pilot cycle","text","Expert panel assessment; Table 5 mitigation measures; Table 6 antifragility gains","not yet collected","D3.3 §5.8; §5.10; Tables 5 and 6","no","—","Expert assessment per disruption event; structured template","medium","New dimension: operationalises antifragility gains at event level; bridges disruption analysis to system improvement planning"
